chr,start,end,strand,name,id
chr4,112648045,112648066,-,"hsa-miR-302d-5p","MI0000774"
chr4,112648006,112648028,-,"hsa-miR-302d-3p","MI0000774"
chr4,112648224,112648246,-,"hsa-miR-302a-5p","MI0000738"
chr4,112648186,112648208,-,"hsa-miR-302a-3p","MI0000738"
chr4,112648402,112648423,-,"hsa-miR-302c-5p","MI0000773"
chr4,112648366,112648388,-,"hsa-miR-302c-3p","MI0000773"
chr4,112648526,112648547,-,"hsa-miR-302b-5p","MI0000772"
chr4,112648489,112648511,-,"hsa-miR-302b-3p","MI0000772"
chr4,113106867,113106888,+,"hsa-miR-1243","MI0006373"
chr4,113152292,113152313,+,"hsa-miR-8082","MI0025918"
chr4,114656774,114656794,+,"hsa-miR-577","MI0003584"
chr4,125507259,125507281,+,"hsa-miR-2054","MI0010488"
chr4,143343469,143343491,+,"hsa-miR-3139","MI0014162"
chr4,146408646,146408667,+,"hsa-miR-7849-3p","MI0025519"
chr4,147344643,147344664,-,"hsa-miR-548g-3p","MI0006395"
chr4,147344681,147344703,-,"hsa-miR-548g-5p","MI0006395"
chr4,147782604,147782625,+,"hsa-miR-4799-5p","MI0017446"
chr4,147782639,147782660,+,"hsa-miR-4799-3p","MI0017446"
chr4,152489336,152489357,-,"hsa-miR-3140-3p","MI0014163"
chr4,152489385,152489405,-,"hsa-miR-3140-5p","MI0014163"
chr4,152536432,152536451,+,"hsa-miR-4453","MI0016799"
chr4,159128814,159128835,-,"hsa-miR-3688-3p","MI0016089"
chr4,159128860,159128880,-,"hsa-miR-3688-5p","MI0016089"
chr4,159128816,159128836,+,"hsa-miR-3688-5p","MI0017447"
chr4,159128861,159128882,+,"hsa-miR-3688-3p","MI0017447"
chr4,163093607,163093626,-,"hsa-miR-4454","MI0016800"
chr4,165386302,165386322,+,"hsa-miR-578","MI0003585"
chr4,171186189,171186207,+,"hsa-miR-6082","MI0020359"
chr4,173268169,173268189,+,"hsa-miR-548t-5p","MI0014164"
chr4,173268205,173268229,+,"hsa-miR-548t-3p","MI0014164"
chr4,174423805,174423821,+,"hsa-miR-4276","MI0015882"
chr4,182169343,182169364,+,"hsa-miR-1305","MI0006372"
chr4,184851066,184851088,-,"hsa-miR-3945","MI0016602"
chr4,184938421,184938437,-,"hsa-miR-4455","MI0016801"
chr5,1062904,1062924,-,"hsa-miR-4635","MI0017262"
chr5,1309314,1309335,-,"hsa-miR-4457","MI0016803"
chr5,1510767,1510787,-,"hsa-miR-6075","MI0020352"
chr5,1708838,1708858,-,"hsa-miR-4277","MI0015886"
chr5,6827863,6827880,-,"hsa-miR-4278","MI0015888"
chr5,8460933,8460951,+,"hsa-miR-4458","MI0016804"
chr5,9053865,9053886,-,"hsa-miR-4636","MI0017263"
chr5,10402364,10402385,+,"hsa-miR-10397-5p","MI0033421"
chr5,10402408,10402431,+,"hsa-miR-10397-3p","MI0033421"
chr5,10478107,10478125,+,"hsa-miR-6131","MI0021276"
chr5,14825932,14825953,-,"hsa-miR-4637","MI0017264"
chr5,15935229,15935250,+,"hsa-miR-887-3p","MI0005562"
chr5,15935191,15935211,+,"hsa-miR-887-5p","MI0005562"
chr5,17155972,17155992,-,"hsa-miR-10522-5p","MI0033668"
chr5,31936112,31936127,-,"hsa-miR-4279","MI0015887"
chr5,32394392,32394414,-,"hsa-miR-579-3p","MI0003586"
chr5,32394430,32394451,-,"hsa-miR-579-5p","MI0003586"
chr5,36147907,36147928,-,"hsa-miR-580-3p","MI0003587"
chr5,36147946,36147967,-,"hsa-miR-580-5p","MI0003587"
chr5,38557540,38557558,-,"hsa-miR-3650","MI0016050"
chr5,53951564,53951584,-,"hsa-miR-581","MI0003588"
chr5,55170586,55170607,-,"hsa-miR-449a","MI0001648"
chr5,55170706,55170727,-,"hsa-miR-449b-5p","MI0003673"
chr5,55170667,55170688,-,"hsa-miR-449b-3p","MI0003673"
chr5,55172313,55172337,-,"hsa-miR-449c-5p","MI0003823"
chr5,55172275,55172297,-,"hsa-miR-449c-3p","MI0003823"
chr5,55508859,55508880,-,"hsa-miR-5687","MI0019291"
chr5,58530047,58530067,-,"hsa-miR-548ae-3p","MI0016780"
chr5,58530085,58530104,-,"hsa-miR-548ae-5p","MI0016780"
chr5,59703666,59703688,-,"hsa-miR-582-5p","MI0003589"
chr5,59703630,59703651,-,"hsa-miR-582-3p","MI0003589"
chr5,72169476,72169496,+,"hsa-miR-4803","MI0017451"
chr5,72878600,72878620,+,"hsa-miR-4804-5p","MI0017452"
chr5,72878635,72878655,+,"hsa-miR-4804-3p","MI0017452"
chr5,82840157,82840179,+,"hsa-miR-3977","MI0016995"
chr5,87114924,87114944,-,"hsa-miR-4280","MI0015889"
chr5,88666902,88666924,-,"hsa-miR-9-5p","MI0000467"
chr5,88666866,88666887,-,"hsa-miR-9-3p","MI0000467"
chr5,90016641,90016661,-,"hsa-miR-3660","MI0016061"
chr5,93620748,93620771,-,"hsa-miR-2277-5p","MI0011284"
chr5,93620710,93620730,-,"hsa-miR-2277-3p","MI0011284"
chr5,96079153,96079173,+,"hsa-miR-583","MI0003590"
chr5,100816498,100816519,-,"hsa-miR-548p","MI0006420"
chr5,110513844,110513862,-,"hsa-miR-548f-3p","MI0006376"
chr5,116255797,116255815,+,"hsa-miR-12130","MI0039732"
chr5,118974640,118974665,+,"hsa-miR-1244","MI0015974"
chr5,119154646,119154667,+,"hsa-miR-5706","MI0019314"
chr5,129097702,129097721,+,"hsa-miR-4633-5p","MI0017260"
chr5,129097737,129097758,+,"hsa-miR-4633-3p","MI0017260"
chr5,129397115,129397136,-,"hsa-miR-4460","MI0016806"
chr5,132217892,132217913,-,"hsa-miR-6830-5p","MI0022675"
chr5,132217849,132217871,-,"hsa-miR-6830-3p","MI0022675"
chr5,132365513,132365534,-,"hsa-miR-3936","MI0016592"
chr5,133427615,133427637,-,"hsa-miR-1289","MI0006351"
chr5,134225777,134225798,+,"hsa-miR-3661","MI0016062"
chr5,135802996,135803017,-,"hsa-miR-5692c","MI0019288"
chr5,137647582,137647603,-,"hsa-miR-874-3p","MI0005532"
chr5,137647618,137647640,-,"hsa-miR-874-5p","MI0005532"
chr5,140563727,140563750,-,"hsa-miR-6831-5p","MI0022676"
chr5,140563671,140563691,-,"hsa-miR-6831-3p","MI0022676"
chr5,140647844,140647864,+,"hsa-miR-3655","MI0016055"
chr5,143679886,143679908,+,"hsa-miR-5197-5p","MI0018176"
chr5,143679923,143679945,+,"hsa-miR-5197-3p","MI0018176"
chr5,149062373,149062394,-,"hsa-miR-584-5p","MI0003591"
chr5,149062334,149062355,-,"hsa-miR-584-3p","MI0003591"
chr5,149428944,149428965,+,"hsa-miR-143-5p","MI0000459"
chr5,149428978,149428998,+,"hsa-miR-143-3p","MI0000459"
chr5,149430661,149430683,+,"hsa-miR-145-5p","MI0000461"
chr5,149430699,149430720,+,"hsa-miR-145-3p","MI0000461"
chr5,149732829,149732850,+,"hsa-miR-378a-5p","MI0000786"
chr5,149732867,149732888,+,"hsa-miR-378a-3p","MI0000786"
chr5,151522123,151522144,-,"hsa-miR-6499-5p","MI0022209"
chr5,151522088,151522109,-,"hsa-miR-6499-3p","MI0022209"
chr5,154347153,154347174,+,"hsa-miR-1294","MI0006356"
chr5,154596045,154596063,-,"hsa-miR-3141","MI0014165"
chr5,154685827,154685848,+,"hsa-miR-1303","MI0006370"
chr5,154829466,154829486,+,"hsa-miR-378h","MI0016808"
chr5,160474450,160474471,+,"hsa-miR-3142","MI0014166"
chr5,160485372,160485393,+,"hsa-miR-146a-5p","MI0000477"
chr5,160485408,160485429,+,"hsa-miR-146a-3p","MI0000477"
chr5,168165895,168165916,+,"hsa-miR-12125","MI0039727"
chr5,168560904,168560926,-,"hsa-miR-103a-3p","MI0000109"
chr5,168560941,168560963,-,"hsa-miR-103a-1-5p","MI0000109"
chr5,168560904,168560926,+,"hsa-miR-103b","MI0007261"
chr5,168768211,168768231,-,"hsa-miR-218-5p","MI0000295"
chr5,168768168,168768189,-,"hsa-miR-218-2-3p","MI0000295"
chr5,169263616,169263634,-,"hsa-miR-585-3p","MI0003592"
chr5,169263649,169263670,-,"hsa-miR-585-5p","MI0003592"
chr5,170028545,170028563,+,"hsa-miR-378e","MI0016750"
chr5,171386678,171386698,-,"hsa-miR-3912-3p","MI0016416"
chr5,171386712,171386732,-,"hsa-miR-3912-5p","MI0016416"
chr5,172662187,172662209,+,"hsa-miR-5003-5p","MI0017869"
chr5,172662222,172662242,+,"hsa-miR-5003-3p","MI0017869"
chr5,172915083,172915106,+,"hsa-miR-10523-5p","MI0033669"
chr5,173303734,173303753,+,"hsa-miR-12118","MI0039720"
chr5,173347507,173347526,+,"hsa-miR-8056","MI0025892"
chr5,174751743,174751761,+,"hsa-miR-4634","MI0017261"
chr5,176367960,176367981,+,"hsa-miR-1271-5p","MI0003814"
chr5,176367996,176368017,+,"hsa-miR-1271-3p","MI0003814"
chr5,176629449,176629466,-,"hsa-miR-4281","MI0015885"
chr5,179798278,179798300,-,"hsa-miR-1229-3p","MI0006319"
chr5,179798323,179798346,-,"hsa-miR-1229-5p","MI0006319"
chr5,180015361,180015382,-,"hsa-miR-340-5p","MI0000802"
chr5,180015319,180015340,-,"hsa-miR-340-3p","MI0000802"
chr5,181043413,181043436,-,"hsa-miR-8089","MI0025925"
chr5,181222612,181222632,-,"hsa-miR-4638-5p","MI0017265"
chr5,181222577,181222599,-,"hsa-miR-4638-3p","MI0017265"
chr6,1390324,1390345,-,"hsa-miR-6720-3p","MI0022555"
chr6,1390359,1390381,-,"hsa-miR-6720-5p","MI0022555"
chr6,2854079,2854097,-,"hsa-miR-4645-5p","MI0017272"
chr6,2854040,2854061,-,"hsa-miR-4645-3p","MI0017272"
chr6,5148286,5148308,-,"hsa-miR-3691-5p","MI0016092"
chr6,5148246,5148267,-,"hsa-miR-3691-3p","MI0016092"
chr6,6169380,6169400,-,"hsa-miR-7853-5p","MI0025523"
chr6,6169343,6169366,+,"hsa-miR-5683","MI0019284"
chr6,10439725,10439746,+,"hsa-miR-5689","MI0019294"
chr6,16141556,16141577,+,"hsa-miR-4639-5p","MI0017266"
chr6,16141603,16141622,+,"hsa-miR-4639-3p","MI0017266"
chr6,18571844,18571865,+,"hsa-miR-548a-3p","MI0003593"
chr6,27147629,27147653,+,"hsa-miR-3143","MI0014167"
chr6,30584332,30584351,+,"hsa-miR-877-5p","MI0005561"
chr6,30584397,30584417,+,"hsa-miR-877-3p","MI0005561"
chr6,30890891,30890913,+,"hsa-miR-4640-5p","MI0017267"
chr6,30890949,30890970,+,"hsa-miR-4640-3p","MI0017267"
chr6,31355297,31355315,-,"hsa-miR-6891-5p","MI0022738"
chr6,31355228,31355248,-,"hsa-miR-6891-3p","MI0022738"
chr6,31633792,31633814,+,"hsa-miR-6832-5p","MI0022677"
chr6,31633839,31633858,+,"hsa-miR-6832-3p","MI0022677"
chr6,31701070,31701091,-,"hsa-miR-4646-5p","MI0017273"
chr6,31701029,31701049,-,"hsa-miR-4646-3p","MI0017273"
chr6,31956839,31956860,-,"hsa-miR-1236-3p","MI0006326"
chr6,31956918,31956939,-,"hsa-miR-1236-5p","MI0006326"
chr6,32170084,32170106,-,"hsa-miR-6721-5p","MI0022556"
chr6,32179821,32179842,+,"hsa-miR-6833-5p","MI0022678"
chr6,32179856,32179876,+,"hsa-miR-6833-3p","MI0022678"
chr6,32749952,32749973,-,"hsa-miR-3135b","MI0016809"
chr6,33207855,33207875,+,"hsa-miR-219a-5p","MI0000296"
chr6,33207896,33207917,+,"hsa-miR-219a-1-3p","MI0000296"
chr6,33287263,33287284,-,"hsa-miR-6873-5p","MI0022720"
chr6,33287227,33287249,-,"hsa-miR-6873-3p","MI0022720"
chr6,33290245,33290265,+,"hsa-miR-6834-5p","MI0022679"
chr6,33290305,33290324,+,"hsa-miR-6834-3p","MI0022679"
chr6,33438351,33438372,+,"hsa-miR-5004-5p","MI0017870"
chr6,33438397,33438418,+,"hsa-miR-5004-3p","MI0017870"
chr6,33698152,33698173,+,"hsa-miR-3934-5p","MI0016590"
chr6,33698191,33698212,+,"hsa-miR-3934-3p","MI0016590"
chr6,33899135,33899155,+,"hsa-miR-7159-5p","MI0023620"
chr6,33899182,33899200,+,"hsa-miR-7159-3p","MI0023620"
chr6,34000018,34000034,-,"hsa-miR-1275","MI0006415"
chr6,34240678,34240699,+,"hsa-miR-6835-5p","MI0022680"
chr6,34240714,34240736,+,"hsa-miR-6835-3p","MI0022680"
chr6,35470509,35470530,+,"hsa-miR-7111-5p","MI0022962"
chr6,35470558,35470579,+,"hsa-miR-7111-3p","MI0022962"
chr6,35664760,35664780,-,"hsa-miR-5690","MI0019295"
chr6,36622480,36622501,-,"hsa-miR-3925-5p","MI0016433"
chr6,36622446,36622466,-,"hsa-miR-3925-3p","MI0016433"
chr6,37555366,37555388,-,"hsa-miR-4462","MI0016810"
chr6,39074360,39074381,+,"hsa-miR-9983-3p","MI0033670"
chr6,41598764,41598787,+,"hsa-miR-4641","MI0017268"
chr6,41733590,41733610,-,"hsa-miR-10398-5p","MI0033422"
chr6,41733554,41733574,-,"hsa-miR-10398-3p","MI0033422"
chr6,43434547,43434569,+,"hsa-miR-6780b-5p","MI0022681"
chr6,43434600,43434620,+,"hsa-miR-6780b-3p","MI0022681"
chr6,44254253,44254275,-,"hsa-miR-4647","MI0017274"
chr6,44435650,44435671,+,"hsa-miR-4642","MI0017269"
chr6,45197734,45197755,-,"hsa-miR-586","MI0003594"
chr6,52144401,52144422,+,"hsa-miR-206","MI0000490"
chr6,52148988,52149009,+,"hsa-miR-133b","MI0000822"
chr6,53277002,53277023,+,"hsa-miR-5685","MI0019287"
chr6,57390180,57390202,+,"hsa-miR-548u","MI0014168"
chr6,71377003,71377025,-,"hsa-miR-30c-5p","MI0000254"
chr6,71376964,71376985,-,"hsa-miR-30c-2-3p","MI0000254"
chr6,71403595,71403616,-,"hsa-miR-30a-5p","MI0000088"
chr6,71403554,71403575,-,"hsa-miR-30a-3p","MI0000088"
chr6,72967697,72967714,-,"hsa-miR-4282","MI0015890"
chr6,75428446,75428462,+,"hsa-miR-4463","MI0016811"
chr6,78539292,78539308,-,"hsa-miR-10524-5p","MI0033671"
chr6,90312753,90312773,+,"hsa-miR-4464","MI0016812"
chr6,91521709,91521730,+,"hsa-miR-4643","MI0017270"
chr6,98024586,98024606,+,"hsa-miR-2113","MI0003939"
chr6,99124624,99124645,+,"hsa-miR-548ai","MI0016813"
chr6,106784140,106784160,+,"hsa-miR-587","MI0003595"
chr6,119069098,119069119,-,"hsa-miR-548b-5p","MI0003596"
chr6,119069062,119069083,-,"hsa-miR-548b-3p","MI0003596"
chr6,120015191,120015212,+,"hsa-miR-3144-5p","MI0014169"
chr6,120015226,120015247,+,"hsa-miR-3144-3p","MI0014169"
chr6,126484646,126484666,+,"hsa-miR-588","MI0003597"
chr6,131792174,131792195,+,"hsa-miR-548h-5p","MI0016751"
chr6,132115199,132115219,-,"hsa-miR-548aj-3p","MI0016814"
chr6,134979355,134979378,-,"hsa-miR-3662","MI0016063"
chr6,135239220,135239241,+,"hsa-miR-548a-3p","MI0003598"
chr6,138435223,138435246,-,"hsa-miR-3145-3p","MI0014170"
chr6,138435262,138435283,-,"hsa-miR-3145-5p","MI0014170"
chr6,140205260,140205280,+,"hsa-miR-3668","MI0016069"
chr6,140683855,140683876,+,"hsa-miR-4465","MI0016816"
chr6,151102739,151102758,+,"hsa-miR-12131","MI0039733"
chr6,154853369,154853390,+,"hsa-miR-1273c","MI0014171"
chr6,155946809,155946829,+,"hsa-miR-1202","MI0006334"
chr6,156779710,156779727,-,"hsa-miR-4466","MI0016817"
chr6,157529137,157529160,+,"hsa-miR-3692-5p","MI0016093"
chr6,157529175,157529198,+,"hsa-miR-3692-3p","MI0016093"
chr6,158609707,158609729,+,"hsa-miR-7161-5p","MI0023619"
chr6,158609763,158609790,+,"hsa-miR-7161-3p","MI0023619"
chr6,158764715,158764735,-,"hsa-miR-3918","MI0016424"
chr6,166509364,166509385,-,"hsa-miR-1913","MI0008334"
chr6,166997830,166997851,-,"hsa-miR-3939","MI0016596"
chr6,170330813,170330835,+,"hsa-miR-4644","MI0017271"
chr7,1022990,1023012,-,"hsa-miR-339-5p","MI0000815"
chr7,1022955,1022977,-,"hsa-miR-339-3p","MI0000815"
chr7,1844223,1844244,-,"hsa-miR-4655-5p","MI0017283"
chr7,1844189,1844209,-,"hsa-miR-4655-3p","MI0017283"
chr7,2257551,2257572,-,"hsa-miR-6836-5p","MI0022682"
chr7,2257515,2257535,-,"hsa-miR-6836-3p","MI0022682"
chr7,2527074,2527093,+,"hsa-miR-4648","MI0017275"
chr7,4788608,4788630,-,"hsa-miR-4656","MI0017284"
chr7,5495873,5495894,-,"hsa-miR-589-5p","MI0003599"
chr7,5495834,5495857,-,"hsa-miR-589-3p","MI0003599"
chr7,5711883,5711905,-,"hsa-miR-6874-5p","MI0022721"
chr7,5711840,5711862,-,"hsa-miR-6874-3p","MI0022721"
chr7,7067010,7067031,-,"hsa-miR-3683","MI0016084"
chr7,18127234,18127254,-,"hsa-miR-1302","MI0006367"
chr7,19705366,19705387,-,"hsa-miR-3146","MI0014172"
chr7,21471105,21471131,+,"hsa-miR-1183","MI0006276"
chr7,25949960,25949981,-,"hsa-miR-148a-5p","MI0000253"
chr7,25949922,25949943,-,"hsa-miR-148a-3p","MI0000253"
chr7,27169528,27169549,-,"hsa-miR-196b-5p","MI0001150"
chr7,27169493,27169514,-,"hsa-miR-196b-3p","MI0001150"
chr7,29680748,29680769,-,"hsa-miR-550a-3p","MI0003762"
chr7,29680789,29680808,-,"hsa-miR-550a-3-5p","MI0003762"
chr7,30289815,30289837,+,"hsa-miR-550a-5p","MI0003600"
chr7,30289854,30289875,+,"hsa-miR-550a-3p","MI0003600"
chr7,30289814,30289833,-,"hsa-miR-550b-3p","MI0016686"
chr7,30289854,30289875,-,"hsa-miR-550b-2-5p","MI0016686"
chr7,32733001,32733020,-,"hsa-miR-550b-3p","MI0016687"
chr7,32733041,32733062,-,"hsa-miR-550b-2-5p","MI0016687"
chr7,32733002,32733024,+,"hsa-miR-550a-5p","MI0003601"
chr7,32733041,32733062,+,"hsa-miR-550a-3p","MI0003601"
chr7,34940804,34940825,-,"hsa-miR-548n","MI0006399"
chr7,36919403,36919424,-,"hsa-miR-1200","MI0006332"
chr7,43150917,43150939,+,"hsa-miR-3943","MI0016600"
chr7,44051771,44051791,+,"hsa-miR-6837-5p","MI0022683"
chr7,44051807,44051829,+,"hsa-miR-6837-3p","MI0022683"
chr7,44073407,44073428,-,"hsa-miR-6838-5p","MI0022684"
chr7,44073378,44073397,-,"hsa-miR-6838-3p","MI0022684"
chr7,44110851,44110874,+,"hsa-miR-4649-5p","MI0017276"
chr7,44110891,44110911,+,"hsa-miR-4649-3p","MI0017276"
chr7,44881778,44881800,-,"hsa-miR-4657","MI0017285"
chr7,56955838,56955854,-,"hsa-miR-4283","MI0015892"
chr7,57405030,57405053,+,"hsa-miR-3147","MI0014173"
chr7,63621100,63621116,+,"hsa-miR-4283","MI0015982"
chr7,64679069,64679090,+,"hsa-miR-6839-5p","MI0022685"
chr7,64679155,64679176,+,"hsa-miR-6839-3p","MI0022685"
chr7,67114365,67114383,-,"hsa-miR-4650-5p","MI0017277"
chr7,67114332,67114352,-,"hsa-miR-4650-3p","MI0017277"
chr7,71307687,71307708,-,"hsa-miR-3914","MI0016419"
chr7,71307734,71307755,+,"hsa-miR-3914","MI0016421"
chr7,72697917,72697935,+,"hsa-miR-4650-5p","MI0017278"
chr7,72697948,72697968,+,"hsa-miR-4650-3p","MI0017278"
chr7,73711327,73711344,+,"hsa-miR-4284","MI0015893"
chr7,74191213,74191234,+,"hsa-miR-590-5p","MI0003602"
chr7,74191253,74191273,+,"hsa-miR-590-3p","MI0003602"
chr7,74596006,74596026,+,"hsa-miR-10525-3p","MI0033672"
chr7,75915206,75915225,+,"hsa-miR-4651","MI0017279"
chr7,92204027,92204048,-,"hsa-miR-1285-3p","MI0006346"
chr7,92204067,92204087,-,"hsa-miR-1285-5p","MI0006346"
chr7,93482823,93482843,-,"hsa-miR-653-5p","MI0003674"
chr7,93482784,93482805,-,"hsa-miR-653-3p","MI0003674"
chr7,93483947,93483968,-,"hsa-miR-489-3p","MI0003124"
chr7,93483985,93484006,-,"hsa-miR-489-5p","MI0003124"
chr7,93716937,93716958,+,"hsa-miR-4652-5p","MI0017280"
chr7,93716977,93716998,+,"hsa-miR-4652-3p","MI0017280"
chr7,96219722,96219741,-,"hsa-miR-591","MI0003603"
chr7,97963665,97963686,+,"hsa-miR-5692a","MI0019297"
chr7,97964408,97964429,-,"hsa-miR-5692c","MI0019289"
chr7,98881700,98881723,+,"hsa-miR-3609","MI0015999"
chr7,99409187,99409211,+,"hsa-miR-12119","MI0039721"
chr7,100093610,100093630,-,"hsa-miR-25-5p","MI0000082"
chr7,100093571,100093592,-,"hsa-miR-25-3p","MI0000082"
chr7,100093815,100093837,-,"hsa-miR-93-5p","MI0000095"
chr7,100093777,100093798,-,"hsa-miR-93-3p","MI0000095"
chr7,100094043,100094063,-,"hsa-miR-106b-5p","MI0000734"
chr7,100094002,100094023,-,"hsa-miR-106b-3p","MI0000734"
chr7,100156611,100156633,-,"hsa-miR-4658","MI0017286"
chr7,100356656,100356679,+,"hsa-miR-6840-5p","MI0022686"
chr7,100356696,100356717,+,"hsa-miR-6840-3p","MI0022686"
chr7,100868041,100868061,+,"hsa-miR-6875-5p","MI0022722"
chr7,100868080,100868101,+,"hsa-miR-6875-3p","MI0022722"
chr7,101159482,101159503,+,"hsa-miR-4653-5p","MI0017281"
chr7,101159524,101159546,+,"hsa-miR-4653-3p","MI0017281"
chr7,102293113,102293130,+,"hsa-miR-4285","MI0015891"
chr7,102405748,102405769,-,"hsa-miR-548o-3p","MI0006402"
chr7,102465752,102465774,+,"hsa-miR-5090","MI0017979"
chr7,102471472,102471493,+,"hsa-miR-4467","MI0016818"
chr7,114653373,114653393,+,"hsa-miR-3666","MI0016067"
chr7,117020231,117020249,+,"hsa-miR-6132","MI0021277"
chr7,127058148,127058169,-,"hsa-miR-592","MI0003604"
chr7,128081876,128081900,+,"hsa-miR-593-5p","MI0003605"
chr7,128081939,128081957,+,"hsa-miR-593-3p","MI0003605"
chr7,128207876,128207896,+,"hsa-miR-129-5p","MI0000252"
chr7,128207920,128207941,+,"hsa-miR-129-1-3p","MI0000252"
chr7,129770447,129770470,-,"hsa-miR-182-5p","MI0000272"
chr7,129770406,129770426,-,"hsa-miR-182-3p","MI0000272"
chr7,129774739,129774761,-,"hsa-miR-96-5p","MI0000098"
chr7,129774697,129774718,-,"hsa-miR-96-3p","MI0000098"
chr7,129774967,129774988,-,"hsa-miR-183-5p","MI0000273"
chr7,129774928,129774949,-,"hsa-miR-183-3p","MI0000273"
chr7,130496126,130496148,+,"hsa-miR-335-5p","MI0000816"
chr7,130496162,130496183,+,"hsa-miR-335-3p","MI0000816"
chr7,130876786,130876807,-,"hsa-miR-29a-5p","MI0000087"
chr7,130876748,130876769,-,"hsa-miR-29a-3p","MI0000087"
chr7,130877507,130877530,-,"hsa-miR-29b-1-5p","MI0000105"
chr7,130877467,130877489,-,"hsa-miR-29b-3p","MI0000105"
chr7,133034860,133034878,-,"hsa-miR-3654","MI0016054"
chr7,133290951,133290969,+,"hsa-miR-6133","MI0021278"
chr7,135207044,135207064,-,"hsa-miR-6509-5p","MI0022221"
chr7,135207006,135207027,-,"hsa-miR-6509-3p","MI0022221"
chr7,136903205,136903224,+,"hsa-miR-490-5p","MI0003125"
chr7,136903242,136903263,+,"hsa-miR-490-3p","MI0003125"
chr7,138123803,138123820,+,"hsa-miR-4468","MI0016819"
chr7,139044137,139044157,-,"hsa-miR-10399-5p","MI0033423"
chr7,139044100,139044120,-,"hsa-miR-10399-3p","MI0033423"
chr7,142474537,142474557,+,"hsa-miR-11400","MI0036559"
chr7,143382686,143382706,+,"hsa-miR-6892-5p","MI0022739"
chr7,143382780,143382800,+,"hsa-miR-6892-3p","MI0022739"
chr7,147378041,147378059,-,"hsa-miR-548f-3p","MI0006377"
chr7,151238449,151238471,+,"hsa-miR-671-5p","MI0003760"
chr7,151238488,151238508,+,"hsa-miR-671-3p","MI0003760"
chr7,151433526,151433547,-,"hsa-miR-3907","MI0016410"
chr7,157574349,157574370,-,"hsa-miR-153-3p","MI0000464"
chr7,157574387,157574408,-,"hsa-miR-153-5p","MI0000464"
chr7,158532733,158532753,-,"hsa-miR-595","MI0003607"
chr7,158591625,158591646,+,"hsa-miR-5707","MI0019315"
chr8,1801133,1801154,+,"hsa-miR-3674","MI0016075"
chr8,1817246,1817266,+,"hsa-miR-596","MI0003608"
chr8,2076589,2076609,+,"hsa-miR-7160-5p","MI0023621"
chr8,2076620,2076640,+,"hsa-miR-7160-3p","MI0023621"
chr8,6622134,6622156,-,"hsa-miR-8055","MI0025891"
chr8,6745177,6745198,+,"hsa-miR-4659a-5p","MI0017287"
chr8,6745212,6745233,+,"hsa-miR-4659a-3p","MI0017287"
chr8,6745213,6745231,-,"hsa-miR-4659b-5p","MI0017291"
chr8,6745175,6745196,-,"hsa-miR-4659b-3p","MI0017291"
chr8,8089030,8089051,-,"hsa-miR-548i","MI0006423"
chr8,9048453,9048475,+,"hsa-miR-4660","MI0017288"
chr8,9741687,9741708,+,"hsa-miR-597-5p","MI0003609"
chr8,9741729,9741751,+,"hsa-miR-597-3p","MI0003609"
chr8,9903438,9903459,-,"hsa-miR-124-5p","MI0000443"
chr8,9903399,9903420,-,"hsa-miR-124-3p","MI0000443"
chr8,10666988,10667004,+,"hsa-miR-4286","MI0015894"
chr8,10825375,10825393,-,"hsa-miR-1322","MI0006653"
chr8,11035221,11035242,-,"hsa-miR-598-3p","MI0003610"
chr8,11035257,11035279,-,"hsa-miR-598-5p","MI0003610"
chr8,12719134,12719155,+,"hsa-miR-5692a","MI0019298"
chr8,12727274,12727294,-,"hsa-miR-3926","MI0016434"
chr8,12727242,12727262,+,"hsa-miR-3926","MI0016437"
chr8,14853483,14853504,-,"hsa-miR-383-5p","MI0000791"
chr8,14853443,14853461,-,"hsa-miR-383-3p","MI0000791"
chr8,17681588,17681609,-,"hsa-miR-548v","MI0014174"
chr8,22244975,22244996,-,"hsa-miR-320a-3p","MI0000542"
chr8,22245007,22245028,-,"hsa-miR-320a-5p","MI0000542"
chr8,24953841,24953862,-,"hsa-miR-6841-5p","MI0022687"
chr8,24953796,24953816,-,"hsa-miR-6841-3p","MI0022687"
chr8,25345407,25345428,+,"hsa-miR-6876-5p","MI0022723"
chr8,25345451,25345474,+,"hsa-miR-6876-3p","MI0022723"
chr8,27048926,27048947,-,"hsa-miR-548h-5p","MI0006414"
chr8,27048871,27048893,-,"hsa-miR-548h-3p","MI0006414"
chr8,27433375,27433396,+,"hsa-miR-6842-5p","MI0022688"
chr8,27433413,27433434,+,"hsa-miR-6842-3p","MI0022688"
chr8,27610601,27610621,-,"hsa-miR-6843-3p","MI0022689"
chr8,27701726,27701745,-,"hsa-miR-3622b-5p","MI0016014"
chr8,27701690,27701710,-,"hsa-miR-3622b-3p","MI0016014"
chr8,27701690,27701711,+,"hsa-miR-3622a-5p","MI0016013"
chr8,27701726,27701747,+,"hsa-miR-3622a-3p","MI0016013"
chr8,27886088,27886106,-,"hsa-miR-4287","MI0015895"
chr8,28505126,28505142,-,"hsa-miR-4288","MI0015896"
chr8,29957318,29957339,-,"hsa-miR-3148","MI0014175"
chr8,41271102,41271123,-,"hsa-miR-548ao-5p","MI0017871"
chr8,41271065,41271086,-,"hsa-miR-548ao-3p","MI0017871"
chr8,41660484,41660505,-,"hsa-miR-486-5p","MI0002470"
